Leg1,Leg2,Leg3,Leg4,Type,Latest,Change,Open,High,Low,Previous,Volume,Time
CLU6,QAU6,CLK7,QAK7,IP,-1.76,-0.45,0,-1.76,-1.76,-1.31,N/A,2026-04-22
CLU6,QAU6,CLM7,QAM7,IP,-1.91,-0.44,0,-1.91,-1.91,-1.47,N/A,2026-04-22
CLU6,QAU6,CLN7,QAN7,IP,-2.02,-0.45,0,-2.02,-2.02,-1.57,N/A,2026-04-22
CLU6,QAU6,CLQ7,QAQ7,IP,-2.06,-0.47,0,-2.06,-2.06,-1.59,N/A,2026-04-22
CLU6,QAU6,CLU7,QAU7,IP,-2.08,-0.46,0,-2.08,-2.08,-1.62,N/A,2026-04-22
CLU6,QAU6,CLV7,QAV7,IP,-2.11,-0.46,0,-2.11,-2.11,-1.65,N/A,2026-04-22
CLU6,QAV6,,,IS,-5.,-0.21,0,-5.,-5.,-4.79,N/A,2026-04-22
CLU6,QAX6,,,IS,-3.25,-0.02,0,-3.25,-3.25,-3.23,N/A,2026-04-22
CLU6,QAZ6,,,IS,-1.78,0.13,0,-1.78,-1.78,-1.91,N/A,2026-04-22
CLV6,CLX6,,,SP,1.66,0.1,1.53,1.74,1.53,1.56,1883,"08:26 CT"
CLV6,CLX6,CLZ6,,BF,0.34,0.02,0.33,0.38,0.31,0.32,215,"08:17 CT"
CLV6,CLX6,CLZ6,,SA,77.81,1.17,0,77.81,77.81,76.64,N/A,2026-04-22
CLV6,CLX6,CLZ6,CLF7,SA,77.21,1.13,0,77.21,77.21,76.08,N/A,2026-04-22
CLV6,CLZ6,,,SP,2.97,0.17,2.79,3.12,2.74,2.8,1607,"08:26 CT"
CLV6,CLF7,,,SP,3.98,0.14,4.07,4.23,3.76,3.84,152,"08:21 CT"
CLV6,CLF7,CLJ7,,BF,1.71,0.05,0,1.71,1.71,1.66,N/A,2026-04-22
CLV6,CLG7,,,SP,4.93,0.23,4.62,5.13,4.6,4.7,158,"08:19 CT"
CLV6,CLH7,,,SP,5.58,0.17,5.31,6.01,5.28,5.41,298,"08:22 CT"
CLV6,CLJ7,,,SP,6.17,0.2,6.08,6.44,6.08,5.97,4,"04:45 CT"
CLV6,CLK7,,,SP,6.42,0.52,0,6.42,6.42,5.9,N/A,2026-04-22
CLV6,CLM7,,,SP,6.96,0.73,6.96,6.96,6.81,6.23,1,2026-04-22
CLV6,CLN7,,,SP,7.19,0.62,0,7.19,7.19,6.57,N/A,2026-04-22
CLV6,CLQ7,,,SP,7.55,0.66,0,7.55,7.55,6.89,N/A,2026-04-22
CLV6,CLU7,,,SP,7.86,0.7,0,7.86,7.86,7.16,N/A,2026-04-22
CLV6,CLV7,,,SP,8.13,0.73,0,8.13,8.13,7.4,N/A,2026-04-22
CLV6,CLX7,,,SP,8.38,0.77,0,8.38,8.38,7.61,N/A,2026-04-22
CLV6,CLZ7,,,SP,8.63,0.8,0,8.63,8.63,7.83,N/A,2026-04-22
CLV6,CLF8,,,SP,8.92,0.82,0,8.92,8.92,8.1,N/A,2026-04-22
CLV6,CLG8,,,SP,9.21,0.86,0,9.21,9.21,8.35,N/A,2026-04-22
CLV6,CLH8,,,SP,9.47,0.88,0,9.47,9.47,8.59,N/A,2026-04-22
CLV6,CLJ8,,,SP,9.69,0.9,0,9.69,9.69,8.79,N/A,2026-04-22
CLV6,CLK8,,,SP,9.86,0.93,0,9.86,9.86,8.93,N/A,2026-04-22
CLV6,CLM8,,,SP,10.01,0.95,0,10.01,10.01,9.06,N/A,2026-04-22
CLV6,CLN8,,,SP,10.2,0.97,0,10.2,10.2,9.23,N/A,2026-04-22
CLV6,CLQ8,,,SP,10.41,0.98,0,10.41,10.41,9.43,N/A,2026-04-22
CLV6,CLU8,,,SP,10.62,0.99,0,10.62,10.62,9.63,N/A,2026-04-22
CLV6,CLV8,,,SP,10.81,1.01,0,10.81,10.81,9.8,N/A,2026-04-22
CLV6,CLX8,,,SP,10.96,1.04,0,10.96,10.96,9.92,N/A,2026-04-22
CLV6,CLZ8,,,SP,11.11,1.04,0,11.11,11.11,10.07,N/A,2026-04-22
CLV6,CLF9,,,SP,11.31,1.04,0,11.31,11.31,10.27,N/A,2026-04-22
CLV6,CLG9,,,SP,11.52,1.06,0,11.52,11.52,10.46,N/A,2026-04-22
CLV6,CLH9,,,SP,11.71,1.07,0,11.71,11.71,10.64,N/A,2026-04-22
CLV6,CLJ9,,,SP,11.88,1.08,0,11.88,11.88,10.8,N/A,2026-04-22
CLV6,CLK9,,,SP,12.02,1.09,0,12.02,12.02,10.93,N/A,2026-04-22
CLV6,CLM9,,,SP,12.19,1.1,0,12.19,12.19,11.09,N/A,2026-04-22
CLV6,CLN9,,,SP,12.4,1.11,0,12.4,12.4,11.29,N/A,2026-04-22
CLV6,CLQ9,,,SP,12.58,1.12,0,12.58,12.58,11.46,N/A,2026-04-22
CLV6,CLU9,,,SP,12.76,1.12,0,12.76,12.76,11.64,N/A,2026-04-22
CLV6,CLV9,,,SP,12.94,1.13,0,12.94,12.94,11.81,N/A,2026-04-22
CLV6,CLX9,,,SP,13.12,1.14,0,13.12,13.12,11.98,N/A,2026-04-22
CLV6,IH1V6,,,BC,81.46,1.42,0,81.46,81.46,80.04,N/A,2026-04-22
CLV6,IWUV6,,,BC,80.79,1.4,0,80.79,80.79,79.39,N/A,2026-04-22
CLV6,QAV6,,,IS,-7.54,-0.29,-7.17,-7.17,-7.61,-7.25,108,"07:51 CT"
CLV6,QAV6,CLX6,QAX6,IP,-0.24,-0.05,-0.2,-0.2,-0.26,-0.19,1750,"08:23 CT"
CLV6,QAV6,CLZ6,QAZ6,IP,-0.53,-0.11,-0.45,-0.44,-0.53,-0.42,8,"08:14 CT"
CLV6,QAV6,CLF7,QAF7,IP,-0.85,-0.16,-0.71,-0.71,-0.85,-0.69,11,"07:50 CT"
CLV6,QAV6,CLG7,QAG7,IP,-0.97,-0.25,0,-0.97,-0.97,-0.72,N/A,2026-04-22
CLV6,QAV6,CLH7,QAH7,IP,-1.22,-0.29,0,-1.22,-1.22,-0.93,N/A,2026-04-22
CLV6,QAV6,CLJ7,QAJ7,IP,-1.48,-0.34,0,-1.48,-1.48,-1.14,N/A,2026-04-22
CLV6,QAV6,CLK7,QAK7,IP,-1.71,-0.38,0,-1.71,-1.71,-1.33,N/A,2026-04-22
CLV6,QAV6,CLM7,QAM7,IP,-1.86,-0.37,0,-1.86,-1.86,-1.49,N/A,2026-04-22
CLV6,QAV6,CLN7,QAN7,IP,-1.97,-0.38,0,-1.97,-1.97,-1.59,N/A,2026-04-22
CLV6,QAV6,CLQ7,QAQ7,IP,-2.01,-0.4,0,-2.01,-2.01,-1.61,N/A,2026-04-22
CLV6,QAV6,CLU7,QAU7,IP,-2.03,-0.39,0,-2.03,-2.03,-1.64,N/A,2026-04-22
CLV6,QAV6,CLV7,QAV7,IP,-2.06,-0.39,0,-2.06,-2.06,-1.67,N/A,2026-04-22
CLV6,QAV6,CLX7,QAX7,IP,-2.08,-0.39,0,-2.08,-2.08,-1.69,N/A,2026-04-22
CLV6,QAX6,,,IS,-5.5,-0.23,0,-5.5,-5.5,-5.27,N/A,2026-04-22
CLV6,QAZ6,,,IS,-4.03,-0.08,0,-4.03,-4.03,-3.95,N/A,2026-04-22
CLX6,CLZ6,,,SP,1.3,0.06,1.21,1.37,1.21,1.24,3716,"08:24 CT"
CLX6,CLZ6,CLF7,,BF,0.21,0.01,0.2,0.22,0.2,0.2,651,"08:23 CT"
CLX6,CLZ6,CLF7,CLG7,SA,76.04,1.05,0,76.04,76.04,74.99,N/A,2026-04-22
CLX6,CLF7,,,SP,2.41,0.13,2.24,2.53,2.24,2.28,1329,"08:26 CT"
CLX6,CLG7,,,SP,3.29,0.15,3.09,3.49,3.07,3.14,565,"08:15 CT"
CLX6,CLG7,CLK7,,BF,1.42,0.03,0,1.42,1.42,1.39,N/A,2026-04-22
CLX6,CLH7,,,SP,4.01,0.16,3.87,4.27,3.75,3.85,232,"08:19 CT"
CLX6,CLJ7,,,SP,4.41,0,4.7,4.7,4.4,4.41,4,"07:45 CT"
CLX6,CLK7,,,SP,4.84,-0.02,5.39,5.39,4.72,4.86,3,"07:45 CT"
CLX6,CLM7,,,SP,5.25,0.47,0,5.25,5.25,4.78,N/A,2026-04-22
CLX6,CLN7,,,SP,5.63,0.51,0,5.63,5.63,5.12,N/A,2026-04-22
CLX6,CLQ7,,,SP,5.99,0.55,0,5.99,5.99,5.44,N/A,2026-04-22
CLX6,CLU7,,,SP,6.3,0.59,0,6.3,6.3,5.71,N/A,2026-04-22
CLX6,CLV7,,,SP,6.57,0.62,0,6.57,6.57,5.95,N/A,2026-04-22
CLX6,CLX7,,,SP,6.82,0.66,0,6.82,6.82,6.16,N/A,2026-04-22
CLX6,CLZ7,,,SP,7.07,0.69,0,7.07,7.07,6.38,N/A,2026-04-22
CLX6,CLF8,,,SP,7.36,0.71,0,7.36,7.36,6.65,N/A,2026-04-22
CLX6,CLG8,,,SP,7.65,0.75,0,7.65,7.65,6.9,N/A,2026-04-22
CLX6,CLH8,,,SP,7.91,0.77,0,7.91,7.91,7.14,N/A,2026-04-22
CLX6,CLJ8,,,SP,8.13,0.79,0,8.13,8.13,7.34,N/A,2026-04-22
CLX6,CLK8,,,SP,8.3,0.82,0,8.3,8.3,7.48,N/A,2026-04-22
CLX6,CLM8,,,SP,8.45,0.84,0,8.45,8.45,7.61,N/A,2026-04-22
CLX6,CLN8,,,SP,8.64,0.86,0,8.64,8.64,7.78,N/A,2026-04-22
CLX6,CLQ8,,,SP,8.85,0.87,0,8.85,8.85,7.98,N/A,2026-04-22
CLX6,CLU8,,,SP,9.06,0.88,0,9.06,9.06,8.18,N/A,2026-04-22
CLX6,CLV8,,,SP,9.25,0.9,0,9.25,9.25,8.35,N/A,2026-04-22
CLX6,CLX8,,,SP,9.4,0.93,0,9.4,9.4,8.47,N/A,2026-04-22
CLX6,CLZ8,,,SP,9.55,0.93,0,9.55,9.55,8.62,N/A,2026-04-22
CLX6,CLF9,,,SP,9.75,0.93,0,9.75,9.75,8.82,N/A,2026-04-22
CLX6,CLG9,,,SP,9.96,0.95,0,9.96,9.96,9.01,N/A,2026-04-22
CLX6,CLH9,,,SP,10.15,0.96,0,10.15,10.15,9.19,N/A,2026-04-22
CLX6,CLJ9,,,SP,10.32,0.97,0,10.32,10.32,9.35,N/A,2026-04-22
CLX6,CLK9,,,SP,10.46,0.98,0,10.46,10.46,9.48,N/A,2026-04-22
CLX6,CLM9,,,SP,10.63,0.99,0,10.63,10.63,9.64,N/A,2026-04-22
CLX6,CLN9,,,SP,10.84,1,0,10.84,10.84,9.84,N/A,2026-04-22
CLX6,CLQ9,,,SP,11.02,1.01,0,11.02,11.02,10.01,N/A,2026-04-22
CLX6,CLU9,,,SP,11.2,1.01,0,11.2,11.2,10.19,N/A,2026-04-22
CLX6,CLV9,,,SP,11.38,1.02,0,11.38,11.38,10.36,N/A,2026-04-22
CLX6,CLX9,,,SP,11.56,1.03,0,11.56,11.56,10.53,N/A,2026-04-22
CLX6,IH1X6,,,BC,79.9,1.31,0,79.9,79.9,78.59,N/A,2026-04-22
CLX6,IWUX6,,,BC,79.23,1.3,0,79.23,79.23,77.93,N/A,2026-04-22
CLX6,QAX6,,,IS,-7.21,-0.15,-6.94,-6.94,-7.39,-7.06,90,"07:49 CT"
CLX6,QAX6,CLZ6,QAZ6,IP,-0.28,-0.05,-0.25,-0.24,-0.28,-0.23,1587,"08:23 CT"
CLX6,QAX6,CLF7,QAF7,IP,-0.5,-0.12,0,-0.5,-0.5,-0.38,N/A,2026-04-22
CLX6,QAX6,CLG7,QAG7,IP,-0.78,-0.17,0,-0.78,-0.78,-0.61,N/A,2026-04-22
CLX6,QAX6,CLH7,QAH7,IP,-1.03,-0.21,0,-1.03,-1.03,-0.82,N/A,2026-04-22
CLX6,QAX6,CLJ7,QAJ7,IP,-1.29,-0.26,0,-1.29,-1.29,-1.03,N/A,2026-04-22
CLX6,QAX6,CLK7,QAK7,IP,-1.52,-0.3,0,-1.52,-1.52,-1.22,N/A,2026-04-22
CLX6,QAX6,CLM7,QAM7,IP,-1.67,-0.29,0,-1.67,-1.67,-1.38,N/A,2026-04-22
CLX6,QAX6,CLN7,QAN7,IP,-1.78,-0.3,0,-1.78,-1.78,-1.48,N/A,2026-04-22
CLX6,QAX6,CLQ7,QAQ7,IP,-1.82,-0.32,0,-1.82,-1.82,-1.5,N/A,2026-04-22
CLX6,QAX6,CLU7,QAU7,IP,-1.84,-0.31,0,-1.84,-1.84,-1.53,N/A,2026-04-22
CLX6,QAX6,CLV7,QAV7,IP,-1.87,-0.31,0,-1.87,-1.87,-1.56,N/A,2026-04-22
CLX6,QAX6,CLX7,QAX7,IP,-1.89,-0.31,0,-1.89,-1.89,-1.58,N/A,2026-04-22
CLX6,QAX6,CLZ7,QAZ7,IP,-1.91,-0.32,0,-1.91,-1.91,-1.59,N/A,2026-04-22
CLX6,QAZ6,,,IS,-5.59,-0.19,0,-5.59,-5.59,-5.4,N/A,2026-04-22
CLX6,QAF7,,,IS,-4.28,-0.07,0,-4.28,-4.28,-4.21,N/A,2026-04-22
CLZ6,CLF7,,,SP,1.09,0.05,1.02,1.16,1.02,1.04,2528,"08:25 CT"
CLZ6,CLF7,CLG7,,BF,0.19,0.01,0.17,0.19,0.17,0.18,67,"07:51 CT"
CLZ6,CLG7,,,SP,1.99,0.09,1.86,2.11,1.86,1.9,692,"08:15 CT"
CLZ6,CLH7,,,SP,2.71,0.1,2.56,2.91,2.54,2.61,2454,"08:27 CT"
CLZ6,CLH7,CLM7,,BF,1.24,0.03,1.3,1.3,1.22,1.21,91,"07:20 CT"
CLZ6,CLJ7,,,SP,3.27,0.1,3.49,3.49,3.08,3.17,56,"08:14 CT"
CLZ6,CLK7,,,SP,3.6,-0.02,3.86,3.86,3.5,3.62,6,"07:45 CT"
CLZ6,CLM7,,,SP,4.12,0.11,4.01,4.5,3.84,4.01,3281,"08:26 CT"
CLZ6,CLM7,CLZ7,,BF,2.19,0.17,1.96,2.29,1.96,2.02,159,2026-04-22
CLZ6,CLN7,,,SP,4.39,0.43,0,4.39,4.39,3.96,N/A,2026-04-22
CLZ6,CLQ7,,,SP,4.75,0.47,0,4.75,4.75,4.28,N/A,2026-04-22
CLZ6,CLU7,,,SP,5.06,0.51,0,5.06,5.06,4.55,N/A,2026-04-22
CLZ6,CLV7,,,SP,5.33,0.54,0,5.33,5.33,4.79,N/A,2026-04-22
CLZ6,CLX7,,,SP,5.58,0.58,0,5.58,5.58,5,N/A,2026-04-22
CLZ6,CLZ7,,,SP,5.92,0.09,5.75,6.55,5.56,5.83,4611,"08:27 CT"
CLZ6,CLZ7,CLZ8,,BF,3.5,0.15,3.51,3.52,3.5,3.35,7,"22:58 CT"
CLZ6,CLF8,,,SP,6.12,0.63,0,6.12,6.12,5.49,N/A,2026-04-22
CLZ6,CLG8,,,SP,6.41,0.67,0,6.41,6.41,5.74,N/A,2026-04-22
CLZ6,CLH8,,,SP,6.67,0.69,0,6.67,6.67,5.98,N/A,2026-04-22
CLZ6,CLJ8,,,SP,6.89,0.71,0,6.89,6.89,6.18,N/A,2026-04-22
CLZ6,CLK8,,,SP,7.06,0.74,0,7.06,7.06,6.32,N/A,2026-04-22
CLZ6,CLM8,,,SP,7.21,0.76,0,7.21,7.21,6.45,N/A,2026-04-22
CLZ6,CLN8,,,SP,7.4,0.78,0,7.4,7.4,6.62,N/A,2026-04-22
CLZ6,CLQ8,,,SP,7.61,0.79,0,7.61,7.61,6.82,N/A,2026-04-22
CLZ6,CLU8,,,SP,7.82,0.8,0,7.82,7.82,7.02,N/A,2026-04-22
CLZ6,CLV8,,,SP,8.01,0.82,0,8.01,8.01,7.19,N/A,2026-04-22
CLZ6,CLX8,,,SP,8.16,0.85,0,8.16,8.16,7.31,N/A,2026-04-22
CLZ6,CLZ8,,,SP,8.52,0.21,8.25,8.52,8.25,8.31,2,"02:46 CT"
CLZ6,CLF9,,,SP,8.51,0.85,0,8.51,8.51,7.66,N/A,2026-04-22
CLZ6,CLG9,,,SP,8.72,0.87,0,8.72,8.72,7.85,N/A,2026-04-22
CLZ6,CLH9,,,SP,8.91,0.88,0,8.91,8.91,8.03,N/A,2026-04-22
CLZ6,CLJ9,,,SP,9.08,0.89,0,9.08,9.08,8.19,N/A,2026-04-22
CLZ6,CLK9,,,SP,9.22,0.9,0,9.22,9.22,8.32,N/A,2026-04-22
CLZ6,CLM9,,,SP,9.39,0.91,0,9.39,9.39,8.48,N/A,2026-04-22
CLZ6,CLN9,,,SP,9.6,0.92,0,9.6,9.6,8.68,N/A,2026-04-22
CLZ6,CLQ9,,,SP,9.78,0.93,0,9.78,9.78,8.85,N/A,2026-04-22
CLZ6,CLU9,,,SP,9.96,0.93,0,9.96,9.96,9.03,N/A,2026-04-22
CLZ6,CLV9,,,SP,10.14,0.94,0,10.14,10.14,9.2,N/A,2026-04-22
CLZ6,CLX9,,,SP,10.32,0.95,0,10.32,10.32,9.37,N/A,2026-04-22
CLZ6,CLZ9,,,SP,10.45,0.96,0,10.45,10.45,9.49,N/A,2026-04-22
CLZ6,CLM0,,,SP,11.54,0.98,0,11.54,11.54,10.56,N/A,2026-04-22
CLZ6,CLZ0,,,SP,12.57,1.02,0,12.57,12.57,11.55,N/A,2026-04-22
CLZ6,CLM1,,,SP,13.63,1.04,0,13.63,13.63,12.59,N/A,2026-04-22
CLZ6,CLZ1,,,SP,14.66,1.08,0,14.66,14.66,13.58,N/A,2026-04-22
CLZ6,CLM2,,,SP,15.7,1.08,0,15.7,15.7,14.62,N/A,2026-04-22
CLZ6,CLZ2,,,SP,16.67,1.08,0,16.67,16.67,15.59,N/A,2026-04-22
CLZ6,CLM3,,,SP,17.64,1.08,0,17.64,17.64,16.56,N/A,2026-04-22
CLZ6,CLZ3,,,SP,18.64,1.08,0,18.64,18.64,17.56,N/A,2026-04-22
CLZ6,CLM4,,,SP,19.61,1.08,0,19.61,19.61,18.53,N/A,2026-04-22
CLZ6,CLZ4,,,SP,20.54,1.08,0,20.54,20.54,19.46,N/A,2026-04-22
CLZ6,CLM5,,,SP,21.51,1.08,0,21.51,21.51,20.43,N/A,2026-04-22
CLZ6,CLZ5,,,SP,22.44,1.08,0,22.44,22.44,21.36,N/A,2026-04-22
CLZ6,CYZ6,,,AE,-0.0025,0,-0.0025,0,-0.0025,0,3,2026-04-22
CLZ6,IH1Z6,,,BC,78.66,1.23,0,78.66,78.66,77.43,N/A,2026-04-22
CLZ6,IWUZ6,,,BC,77.99,1.23,0,77.99,77.99,76.76,N/A,2026-04-22
CLZ6,QAZ6,,,IS,-6.98,-0.15,-6.67,-6.65,-7.2,-6.83,3632,"08:27 CT"
CLZ6,QAZ6,CLF7,QAF7,IP,-0.31,-0.04,-0.28,-0.28,-0.32,-0.27,1708,"08:26 CT"
CLZ6,QAZ6,CLG7,QAG7,IP,-0.55,-0.1,0,-0.55,-0.55,-0.45,N/A,2026-04-22
CLZ6,QAZ6,CLH7,QAH7,IP,-0.91,-0.11,-0.83,-0.81,-0.91,-0.8,150,"08:23 CT"
CLZ6,QAZ6,CLJ7,QAJ7,IP,-1.06,-0.19,0,-1.06,-1.06,-0.87,N/A,2026-04-22
CLZ6,QAZ6,CLK7,QAK7,IP,-1.29,-0.23,0,-1.29,-1.29,-1.06,N/A,2026-04-22
CLZ6,QAZ6,CLM7,QAM7,IP,-1.58,-0.14,-1.46,-1.45,-1.59,-1.44,15,"07:27 CT"
CLZ6,QAZ6,CLN7,QAN7,IP,-1.55,-0.23,0,-1.55,-1.55,-1.32,N/A,2026-04-22
CLZ6,QAZ6,CLQ7,QAQ7,IP,-1.59,-0.25,0,-1.59,-1.59,-1.34,N/A,2026-04-22
CLZ6,QAZ6,CLU7,QAU7,IP,-1.61,-0.24,0,-1.61,-1.61,-1.37,N/A,2026-04-22
CLZ6,QAZ6,CLV7,QAV7,IP,-1.64,-0.24,0,-1.64,-1.64,-1.4,N/A,2026-04-22
CLZ6,QAZ6,CLX7,QAX7,IP,-1.66,-0.24,0,-1.66,-1.66,-1.42,N/A,2026-04-22
CLZ6,QAZ6,CLZ7,QAZ7,IP,-1.85,-0.17,-1.71,-1.64,-1.91,-1.68,21,"07:55 CT"
CLZ6,QAZ6,CLF8,QAF8,IP,-1.69,-0.26,0,-1.69,-1.69,-1.43,N/A,2026-04-22
CLZ6,QAF7,,,IS,-5.52,-0.15,0,-5.52,-5.52,-5.37,N/A,2026-04-22
CLZ6,QAG7,,,IS,-4.38,-0.03,0,-4.38,-4.38,-4.35,N/A,2026-04-22
CLZ6,QAM7,,,IS,-1.38,0.34,0,-1.38,-1.38,-1.72,N/A,2026-04-22
CLZ6,QAZ7,,,IS,0.68,0.59,0,0.68,0.68,0.09,N/A,2026-04-22
CLF7,CLG7,,,SP,0.9,0.04,0.84,0.96,0.84,0.86,1121,"08:27 CT"
CLF7,CLG7,CLH7,,BF,0.17,0.02,0.17,0.17,0.16,0.15,87,"08:14 CT"
CLF7,CLG7,CLH7,,SA,74.61,0.94,0,74.61,74.61,73.67,N/A,2026-04-22
CLF7,CLH7,,,SP,1.62,0.05,1.55,1.75,1.52,1.57,261,"08:27 CT"
CLF7,CLJ7,,,SP,2.17,0.04,2.09,2.38,2.06,2.13,194,"08:20 CT"
CLF7,CLK7,,,SP,2.56,-0.02,2.6,2.74,2.47,2.58,20,"07:45 CT"
CLF7,CLM7,,,SP,2.81,-0.16,2.92,3.27,2.81,2.97,9,"07:00 CT"
CLF7,CLN7,,,SP,3.35,0.36,0,3.35,3.35,2.99,N/A,2026-04-22
CLF7,CLQ7,,,SP,3.71,0.4,0,3.71,3.71,3.31,N/A,2026-04-22
CLF7,CLU7,,,SP,4.02,0.44,0,4.02,4.02,3.58,N/A,2026-04-22
CLF7,CLV7,,,SP,4.29,0.47,0,4.29,4.29,3.82,N/A,2026-04-22
CLF7,CLX7,,,SP,4.54,0.51,0,4.54,4.54,4.03,N/A,2026-04-22
CLF7,CLZ7,,,SP,4.79,0.54,0,4.79,4.79,4.25,N/A,2026-04-22
CLF7,CLF8,,,SP,5.08,0.56,0,5.08,5.08,4.52,N/A,2026-04-22
CLF7,CLG8,,,SP,5.37,0.6,0,5.37,5.37,4.77,N/A,2026-04-22
CLF7,CLH8,,,SP,5.63,0.62,0,5.63,5.63,5.01,N/A,2026-04-22
CLF7,CLJ8,,,SP,5.85,0.64,0,5.85,5.85,5.21,N/A,2026-04-22
CLF7,CLK8,,,SP,6.02,0.67,0,6.02,6.02,5.35,N/A,2026-04-22
CLF7,CLM8,,,SP,6.17,0.69,0,6.17,6.17,5.48,N/A,2026-04-22
CLF7,CLN8,,,SP,6.36,0.71,0,6.36,6.36,5.65,N/A,2026-04-22
CLF7,CLQ8,,,SP,6.57,0.72,0,6.57,6.57,5.85,N/A,2026-04-22
CLF7,CLU8,,,SP,6.78,0.73,0,6.78,6.78,6.05,N/A,2026-04-22
CLF7,CLV8,,,SP,6.97,0.75,0,6.97,6.97,6.22,N/A,2026-04-22
CLF7,CLX8,,,SP,7.12,0.78,0,7.12,7.12,6.34,N/A,2026-04-22
CLF7,CLZ8,,,SP,7.27,0.78,0,7.27,7.27,6.49,N/A,2026-04-22
CLF7,CLF9,,,SP,7.47,0.78,0,7.47,7.47,6.69,N/A,2026-04-22
CLF7,CLG9,,,SP,7.68,0.8,0,7.68,7.68,6.88,N/A,2026-04-22
CLF7,CLH9,,,SP,7.87,0.81,0,7.87,7.87,7.06,N/A,2026-04-22
CLF7,CLJ9,,,SP,8.04,0.82,0,8.04,8.04,7.22,N/A,2026-04-22
CLF7,CLK9,,,SP,8.18,0.83,0,8.18,8.18,7.35,N/A,2026-04-22
CLF7,CLM9,,,SP,8.35,0.84,0,8.35,8.35,7.51,N/A,2026-04-22
CLF7,CLN9,,,SP,8.56,0.85,0,8.56,8.56,7.71,N/A,2026-04-22
CLF7,CLQ9,,,SP,8.74,0.86,0,8.74,8.74,7.88,N/A,2026-04-22
CLF7,CLU9,,,SP,8.92,0.86,0,8.92,8.92,8.06,N/A,2026-04-22
CLF7,CLV9,,,SP,9.1,0.87,0,9.1,9.1,8.23,N/A,2026-04-22
CLF7,CLX9,,,SP,9.28,0.88,0,9.28,9.28,8.4,N/A,2026-04-22
CLF7,IH1F7,,,BC,77.37,0.97,0,77.37,77.37,76.4,N/A,2026-04-22
CLF7,IWUF7,,,BC,76.7,1.05,0,76.7,76.7,75.65,N/A,2026-04-22
CLF7,QAF7,,,IS,-6.56,0,-6.56,-6.56,-6.56,-6.56,4,"23:51 CT"
CLF7,QAF7,CLG7,QAG7,IP,-0.31,-0.03,-0.28,-0.28,-0.31,-0.28,324,"08:24 CT"
CLF7,QAF7,CLH7,QAH7,IP,-0.53,-0.09,0,-0.53,-0.53,-0.44,N/A,2026-04-22
CLF7,QAF7,CLJ7,QAJ7,IP,-0.79,-0.14,0,-0.79,-0.79,-0.65,N/A,2026-04-22
CLF7,QAF7,CLK7,QAK7,IP,-1.02,-0.18,0,-1.02,-1.02,-0.84,N/A,2026-04-22
CLF7,QAF7,CLM7,QAM7,IP,-1.17,-0.17,0,-1.17,-1.17,-1.,N/A,2026-04-22
CLF7,QAF7,CLN7,QAN7,IP,-1.28,-0.18,0,-1.28,-1.28,-1.1,N/A,2026-04-22
CLF7,QAF7,CLQ7,QAQ7,IP,-1.32,-0.2,0,-1.32,-1.32,-1.12,N/A,2026-04-22
CLF7,QAF7,CLU7,QAU7,IP,-1.34,-0.19,0,-1.34,-1.34,-1.15,N/A,2026-04-22
CLF7,QAF7,CLV7,QAV7,IP,-1.37,-0.19,0,-1.37,-1.37,-1.18,N/A,2026-04-22
CLF7,QAF7,CLX7,QAX7,IP,-1.39,-0.19,0,-1.39,-1.39,-1.2,N/A,2026-04-22
CLF7,QAF7,CLZ7,QAZ7,IP,-1.41,-0.2,0,-1.41,-1.41,-1.21,N/A,2026-04-22
CLF7,QAF7,CLF8,QAF8,IP,-1.42,-0.21,0,-1.42,-1.42,-1.21,N/A,2026-04-22
CLF7,QAF7,CLG8,QAG8,IP,-1.41,-0.2,0,-1.41,-1.41,-1.21,N/A,2026-04-22
CLF7,QAG7,,,IS,-5.42,-0.1,0,-5.42,-5.42,-5.32,N/A,2026-04-22
CLF7,QAH7,,,IS,-4.46,0.02,0,-4.46,-4.46,-4.48,N/A,2026-04-22
CLG7,CLH7,,,SP,0.71,0,0.69,0.78,0.68,0.71,299,"08:21 CT"
CLG7,CLH7,CLJ7,,BF,0.15,0,0.15,0.15,0.14,0.15,151,"08:16 CT"
CLG7,CLJ7,,,SP,1.28,0.01,1.27,1.4,1.21,1.27,514,"08:24 CT"
CLG7,CLK7,,,SP,1.75,0.03,1.77,1.77,1.73,1.72,3,"08:19 CT"
CLG7,CLM7,,,SP,2.09,-0.02,2.33,2.33,2.02,2.11,5,"07:49 CT"
CLG7,CLN7,,,SP,2.49,0.29,0,2.49,2.49,2.2,N/A,2026-04-22
CLG7,CLQ7,,,SP,2.85,0.33,0,2.85,2.85,2.52,N/A,2026-04-22
CLG7,CLU7,,,SP,3.16,0.37,0,3.16,3.16,2.79,N/A,2026-04-22
CLG7,CLV7,,,SP,3.43,0.4,0,3.43,3.43,3.03,N/A,2026-04-22
CLG7,CLX7,,,SP,3.68,0.44,0,3.68,3.68,3.24,N/A,2026-04-22
CLG7,CLZ7,,,SP,3.93,0.47,0,3.93,3.93,3.46,N/A,2026-04-22
CLG7,CLF8,,,SP,4.22,0.49,0,4.22,4.22,3.73,N/A,2026-04-22
CLG7,CLG8,,,SP,4.49,-0.02,4.49,4.49,4.49,4.51,1,"07:45 CT"
